Programme...:	MICH
Date........:	   202021-04-
Heure.......:	     6 16:22:
Colonnes....:	            3
Lignes......:	          258
Décalage....:	           17
Commentaires:	essaie 2, modulage de 10

P.abs.i.(mp):	 1.5178300E+5	P.cal.i.(µm):	-9.0632512E-1	V_min___(mV):	 5.9550560E+5	
P.abs.f.(mp):	 1.5229700E+5	P.cal.f.(µm):	 5.2232948E+0	V_max___(mV):	 4.5530045E+5	
Nbre_de_pts_:	 2.5800000E+2	Délai___(ms):	 7.0000000E+1	Calibration_:	 8.3200000E+0	
Source......:	lumiere blanche - filtre-vert	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 8.5662130E+6	-9.0632512E-1	 5.1172447E+2	
 8.5664210E+6	-8.8247446E-1	 5.1392281E+2	
 8.5667010E+6	-8.5862380E-1	 5.1612115E+2	
 8.5669800E+6	-8.3477314E-1	 5.2002931E+2	
 8.5672590E+6	-8.1092248E-1	 5.2173913E+2	
 8.5675380E+6	-7.8707181E-1	 5.2418172E+2	
 8.5678180E+6	-7.6322115E-1	 5.2735710E+2	
 8.5985370E+6	 1.8603516E+0	 4.6189547E+2	
 8.5988170E+6	 1.8842022E+0	 4.5945287E+2	
 8.5990960E+6	 1.9080529E+0	 4.5749879E+2	
 8.5993750E+6	 1.9319035E+0	 4.5603323E+2	
 8.5996550E+6	 1.9557542E+0	 4.5554471E+2	
 8.5999340E+6	 1.9796049E+0	 4.5530045E+2	
 8.6002130E+6	 2.0034555E+0	 4.5530045E+2	
 8.6004930E+6	 2.0273062E+0	 4.5530045E+2	
 8.6007720E+6	 2.0511569E+0	 4.5578897E+2	
 8.6010510E+6	 2.0750075E+0	 4.5652175E+2	
 8.6013300E+6	 2.0988582E+0	 4.5676601E+2	
 8.6016100E+6	 2.1227088E+0	 4.5701027E+2	
 8.6018890E+6	 2.1465595E+0	 4.5749879E+2	
 8.6021680E+6	 2.1704102E+0	 4.5847583E+2	
 8.6024480E+6	 2.1942608E+0	 4.5896435E+2	
 8.6027270E+6	 2.2181115E+0	 4.5969713E+2	
 8.6030060E+6	 2.2419621E+0	 4.6067417E+2	
 8.6032860E+6	 2.2658128E+0	 4.6213973E+2	
 8.6035650E+6	 2.2896635E+0	 4.6336102E+2	
 8.6038440E+6	 2.3135141E+0	 4.6458232E+2	
 8.6041230E+6	 2.3373648E+0	 4.6653640E+2	
 8.6044030E+6	 2.3612154E+0	 4.6897900E+2	
 8.6046820E+6	 2.3850661E+0	 4.7117734E+2	
 8.6049610E+6	 2.4089168E+0	 4.7337568E+2	
 8.6052410E+6	 2.4327674E+0	 4.7630680E+2	
 8.6055200E+6	 2.4566181E+0	 4.7948217E+2	
 8.6057990E+6	 2.4804687E+0	 4.8265755E+2	
 8.6060780E+6	 2.5043194E+0	 4.8558867E+2	
 8.6063580E+6	 2.5281701E+0	 4.8900831E+2	
 8.6066370E+6	 2.5520207E+0	 4.9291646E+2	
 8.6069160E+6	 2.5758714E+0	 4.9658036E+2	
 8.6071960E+6	 2.5997221E+0	 5.0024426E+2	
 8.6074750E+6	 2.6235727E+0	 5.0415242E+2	
 8.6077540E+6	 2.6474234E+0	 5.0830483E+2	
 8.6080340E+6	 2.6712740E+0	 5.1196873E+2	
 8.6083130E+6	 2.6951247E+0	 5.1538837E+2	
 8.6085920E+6	 2.7189754E+0	 5.1856375E+2	
 8.6088710E+6	 2.7428260E+0	 5.2222764E+2	
 8.6091510E+6	 2.7666767E+0	 5.2515876E+2	
 8.6094300E+6	 2.7905273E+0	 5.2735710E+2	
 8.6097090E+6	 2.8143780E+0	 5.3004396E+2	
 8.6099890E+6	 2.8382287E+0	 5.3224230E+2	
 8.6102680E+6	 2.8620793E+0	 5.3419638E+2	
 8.6105470E+6	 2.8859300E+0	 5.3566194E+2	
 8.6108270E+6	 2.9097806E+0	 5.3663898E+2	
 8.6111060E+6	 2.9336313E+0	 5.3810453E+2	
 8.6113850E+6	 2.9574820E+0	 5.3932583E+2	
 8.6116640E+6	 2.9813326E+0	 5.4005861E+2	
 8.6119440E+6	 3.0051833E+0	 5.4176843E+2	
 8.6122230E+6	 3.0290340E+0	 5.4372251E+2	
 8.6125020E+6	 3.0528846E+0	 5.4518807E+2	
 8.6127820E+6	 3.0767353E+0	 5.4689789E+2	
 8.6130610E+6	 3.1005859E+0	 5.4860771E+2	
 8.6133400E+6	 3.1244366E+0	 5.5007327E+2	
 8.6136190E+6	 3.1482873E+0	 5.5129457E+2	
 8.6138980E+6	 3.1721379E+0	 5.5129457E+2	
 8.6141780E+6	 3.1959886E+0	 5.5129457E+2	
 8.6144570E+6	 3.2198392E+0	 5.5080605E+2	
 8.6147370E+6	 3.2436899E+0	 5.4885197E+2	
 8.6150160E+6	 3.2675406E+0	 5.4592085E+2	
 8.6152950E+6	 3.2913912E+0	 5.4201269E+2	
 8.6155750E+6	 3.3152419E+0	 5.3761601E+2	
 8.6158540E+6	 3.3390925E+0	 5.3224230E+2	
 8.6161320E+6	 3.3629432E+0	 5.2638006E+2	
 8.6164110E+6	 3.3867939E+0	 5.2051783E+2	
 8.6166910E+6	 3.4106445E+0	 5.1465559E+2	
 8.6169700E+6	 3.4344952E+0	 5.0879335E+2	
 8.6172500E+6	 3.4583459E+0	 5.0293112E+2	
 8.6175290E+6	 3.4821965E+0	 4.9829018E+2	
 8.6178080E+6	 3.5060472E+0	 4.9389350E+2	
 8.6180880E+6	 3.5298978E+0	 4.9022961E+2	
 8.6183670E+6	 3.5537485E+0	 4.8729849E+2	
 8.6186460E+6	 3.5775992E+0	 4.8558867E+2	
 8.6189250E+6	 3.6014498E+0	 4.8461163E+2	
 8.6192040E+6	 3.6253005E+0	 4.8436737E+2	
 8.6194840E+6	 3.6491511E+0	 4.8485589E+2	
 8.6197630E+6	 3.6730018E+0	 4.8607719E+2	
 8.6200420E+6	 3.6968525E+0	 4.8827553E+2	
 8.6203220E+6	 3.7207031E+0	 4.8998535E+2	
 8.6206010E+6	 3.7445538E+0	 4.9242795E+2	
 8.6208790E+6	 3.7684044E+0	 4.9535906E+2	
 8.6211590E+6	 3.7922551E+0	 4.9804592E+2	
 8.6214380E+6	 3.8161058E+0	 5.0097704E+2	
 8.6217170E+6	 3.8399564E+0	 5.0488520E+2	
 8.6219960E+6	 3.8638071E+0	 5.0879335E+2	
 8.6222760E+6	 3.8876578E+0	 5.1270151E+2	
 8.6225550E+6	 3.9115084E+0	 5.1612115E+2	
 8.6228340E+6	 3.9353591E+0	 5.1856375E+2	
 8.6231140E+6	 3.9592097E+0	 5.2100635E+2	
 8.6233930E+6	 3.9830604E+0	 5.2320468E+2	
 8.6236720E+6	 4.0069111E+0	 5.2418172E+2	
 8.6239520E+6	 4.0307617E+0	 5.2467024E+2	
 8.6242310E+6	 4.0546124E+0	 5.2442598E+2	
 8.6245100E+6	 4.0784630E+0	 5.2296042E+2	
 8.6247890E+6	 4.1023137E+0	 5.2100635E+2	
 8.6250700E+6	 4.1261644E+0	 5.1856375E+2	
 8.6253480E+6	 4.1500150E+0	 5.1563263E+2	
 8.6256270E+6	 4.1738657E+0	 5.1294577E+2	
 8.6259070E+6	 4.1977163E+0	 5.0977039E+2	
 8.6261860E+6	 4.2215670E+0	 5.0659502E+2	
 8.6264650E+6	 4.2454177E+0	 5.0415242E+2	
 8.6267440E+6	 4.2692683E+0	 5.0219834E+2	
 8.6270240E+6	 4.2931190E+0	 5.0073278E+2	
 8.6273030E+6	 4.3169697E+0	 4.9951148E+2	
 8.6275820E+6	 4.3408203E+0	 4.9877870E+2	
 8.6278620E+6	 4.3646710E+0	 4.9877870E+2	
 8.6281400E+6	 4.3885216E+0	 4.9926722E+2	
 8.6284190E+6	 4.4123723E+0	 4.9975574E+2	
 8.6286990E+6	 4.4362230E+0	 5.0122130E+2	
 8.6289780E+6	 4.4600736E+0	 5.0317538E+2	
 8.6292570E+6	 4.4839243E+0	 5.0512946E+2	
 8.6295360E+6	 4.5077749E+0	 5.0757205E+2	
 8.6298160E+6	 4.5316256E+0	 5.0977039E+2	
 8.6300950E+6	 4.5554763E+0	 5.1221299E+2	
 8.6303740E+6	 4.5793269E+0	 5.1441133E+2	
 8.6306540E+6	 4.6031776E+0	 5.1587689E+2	
 8.6309330E+6	 4.6270282E+0	 5.1734245E+2	
 8.6312120E+6	 4.6508789E+0	 5.1856375E+2	
 8.6314920E+6	 4.6747296E+0	 5.1929653E+2	
 8.6317710E+6	 4.6985802E+0	 5.1929653E+2	
 8.6320500E+6	 4.7224309E+0	 5.1905227E+2	
 8.6323290E+6	 4.7462816E+0	 5.1831949E+2	
 8.6326090E+6	 4.7701322E+0	 5.1758671E+2	
 8.6328880E+6	 4.7939829E+0	 5.1660967E+2	
 8.6331670E+6	 4.8178335E+0	 5.1465559E+2	
 8.6334470E+6	 4.8416842E+0	 5.1294577E+2	
 8.6337260E+6	 4.8655349E+0	 5.1123595E+2	
 8.6340050E+6	 4.8893855E+0	 5.0977039E+2	
 8.6342850E+6	 4.9132362E+0	 5.0806057E+2	
 8.6345640E+6	 4.9370868E+0	 5.0683928E+2	
 8.6348430E+6	 4.9609375E+0	 5.0586224E+2	
 8.6351220E+6	 4.9847882E+0	 5.0488520E+2	
 8.6354020E+6	 5.0086388E+0	 5.0415242E+2	
 8.6356810E+6	 5.0324895E+0	 5.0366390E+2	
 8.6359600E+6	 5.0563401E+0	 5.0439668E+2	
 8.6362400E+6	 5.0801908E+0	 5.0537372E+2	
 8.6365190E+6	 5.1040415E+0	 5.0635076E+2	
 8.6367980E+6	 5.1278921E+0	 5.0732780E+2	
 8.6370780E+6	 5.1517428E+0	 5.0879335E+2	
 8.6373570E+6	 5.1755934E+0	 5.1001465E+2	
 8.6376360E+6	 5.1994441E+0	 5.1123595E+2	
 8.6379150E+6	 5.2232948E+0	 5.1245725E+2	
