Programme...:	MICH
Date........:	   202021-04-
Heure.......:	     6 17:29:
Colonnes....:	            3
Lignes......:	         1350
Décalage....:	           17
Commentaires:	lumiere blanche -200 a 200 microns

P.abs.i.(mp):	 1.4992600E+5	P.cal.i.(µm):	-2.0071953E+2	V_min___(mV):	 1.3865414E+6	
P.abs.f.(mp):	 1.5397300E+5	P.cal.f.(µm):	 2.0081875E+2	V_max___(mV):	 3.4892526E+5	
Nbre_de_pts_:	 1.3500000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:		
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.2390280E+6	-2.0071953E+2	 8.4692228E+2	
 1.2391080E+6	-2.0042188E+2	 8.4731311E+2	
 1.2391880E+6	-2.0012422E+2	 8.4682459E+2	
 1.2392680E+6	-1.9982656E+2	 8.4709328E+2	
 1.2393480E+6	-1.9952891E+2	 8.4680015E+2	
 1.2394280E+6	-1.9923125E+2	 8.4687346E+2	
 1.2395080E+6	-1.9893359E+2	 8.4677577E+2	
 1.2466590E+6	-1.7244219E+2	 8.4614068E+2	
 1.2467390E+6	-1.7214453E+2	 8.4726429E+2	
 1.2468190E+6	-1.7184687E+2	 8.4667802E+2	
 1.2468990E+6	-1.7154922E+2	 8.4643376E+2	
 1.2469850E+6	-1.7125156E+2	 8.4692228E+2	
 1.2470650E+6	-1.7095391E+2	 8.4628725E+2	
 1.2471470E+6	-1.7065625E+2	 8.4680015E+2	
 1.2472270E+6	-1.7035859E+2	 8.4706885E+2	
 1.2473070E+6	-1.7006094E+2	 8.4706885E+2	
 1.2473870E+6	-1.6976328E+2	 8.4682459E+2	
 1.2474670E+6	-1.6946562E+2	 8.4670246E+2	
 1.2475470E+6	-1.6916797E+2	 8.4687346E+2	
 1.2476270E+6	-1.6887031E+2	 8.4694672E+2	
 1.2477070E+6	-1.6857266E+2	 8.4675133E+2	
 1.2477870E+6	-1.6827500E+2	 8.4721541E+2	
 1.2478670E+6	-1.6797734E+2	 8.4655589E+2	
 1.2479480E+6	-1.6767969E+2	 8.4689790E+2	
 1.2480280E+6	-1.6738203E+2	 8.4594524E+2	
 1.2481080E+6	-1.6708437E+2	 8.4702003E+2	
 1.2481880E+6	-1.6678672E+2	 8.4638494E+2	
 1.2482740E+6	-1.6648906E+2	 8.4655589E+2	
 1.2483540E+6	-1.6619141E+2	 8.4733754E+2	
 1.2484340E+6	-1.6589375E+2	 8.4626281E+2	
 1.2485140E+6	-1.6559609E+2	 8.4675133E+2	
 1.2485940E+6	-1.6529844E+2	 8.4684902E+2	
 1.2486740E+6	-1.6500078E+2	 8.4672689E+2	
 1.2487540E+6	-1.6470313E+2	 8.4648263E+2	
 1.2488340E+6	-1.6440547E+2	 8.4655589E+2	
 1.2489140E+6	-1.6410781E+2	 8.4670246E+2	
 1.2489940E+6	-1.6381016E+2	 8.4702003E+2	
 1.2490740E+6	-1.6351250E+2	 8.4660476E+2	
 1.2491540E+6	-1.6321484E+2	 8.4631163E+2	
 1.2492340E+6	-1.6291719E+2	 8.4655589E+2	
 1.2493170E+6	-1.6261953E+2	 8.4692228E+2	
 1.2493970E+6	-1.6232187E+2	 8.4721541E+2	
 1.2494770E+6	-1.6202422E+2	 8.4675133E+2	
 1.2495570E+6	-1.6172656E+2	 8.4660476E+2	
 1.2496370E+6	-1.6142891E+2	 8.4670246E+2	
 1.2497170E+6	-1.6113125E+2	 8.4648263E+2	
 1.2498020E+6	-1.6083359E+2	 8.4704441E+2	
 1.2498820E+6	-1.6053594E+2	 8.4623837E+2	
 1.2499620E+6	-1.6023828E+2	 8.4636050E+2	
 1.2500420E+6	-1.5994062E+2	 8.4728867E+2	
 1.2501220E+6	-1.5964297E+2	 8.4650707E+2	
 1.2502020E+6	-1.5934531E+2	 8.4643376E+2	
 1.2502820E+6	-1.5904766E+2	 8.4670246E+2	
 1.2503620E+6	-1.5875000E+2	 8.4689790E+2	
 1.2504420E+6	-1.5845234E+2	 8.4670246E+2	
 1.2505220E+6	-1.5815469E+2	 8.4633607E+2	
 1.2506020E+6	-1.5785703E+2	 8.4636050E+2	
 1.2506870E+6	-1.5755937E+2	 8.4677577E+2	
 1.2507670E+6	-1.5726172E+2	 8.4628725E+2	
 1.2508500E+6	-1.5696406E+2	 8.4677577E+2	
 1.2509300E+6	-1.5666641E+2	 8.4677577E+2	
 1.2510100E+6	-1.5636875E+2	 8.4667802E+2	
 1.2510900E+6	-1.5607109E+2	 8.4653151E+2	
 1.2511700E+6	-1.5577344E+2	 8.4650707E+2	
 1.2512500E+6	-1.5547578E+2	 8.4645820E+2	
 1.2513320E+6	-1.5517812E+2	 8.4684902E+2	
 1.2514120E+6	-1.5488047E+2	 8.4677577E+2	
 1.2514920E+6	-1.5458281E+2	 8.4655589E+2	
 1.2515720E+6	-1.5428516E+2	 8.4692228E+2	
 1.2516520E+6	-1.5398750E+2	 8.4638494E+2	
 1.2517320E+6	-1.5368984E+2	 8.4653151E+2	
 1.2518120E+6	-1.5339219E+2	 8.4670246E+2	
 1.2518920E+6	-1.5309453E+2	 8.4660476E+2	
 1.2519720E+6	-1.5279688E+2	 8.4660476E+2	
 1.2520520E+6	-1.5249922E+2	 8.4638494E+2	
 1.2521320E+6	-1.5220156E+2	 8.4662920E+2	
 1.2522120E+6	-1.5190391E+2	 8.4677577E+2	
 1.2522920E+6	-1.5160625E+2	 8.4667802E+2	
 1.2523720E+6	-1.5130859E+2	 8.4719098E+2	
 1.2524520E+6	-1.5101094E+2	 8.4633607E+2	
 1.2525320E+6	-1.5071328E+2	 8.4670246E+2	
 1.2526120E+6	-1.5041563E+2	 8.4687346E+2	
 1.2526920E+6	-1.5011797E+2	 8.4648263E+2	
 1.2527720E+6	-1.4982031E+2	 8.4618950E+2	
 1.2528520E+6	-1.4952266E+2	 8.4633607E+2	
 1.2529360E+6	-1.4922500E+2	 8.4682459E+2	
 1.2530160E+6	-1.4892734E+2	 8.4599411E+2	
 1.2530960E+6	-1.4862969E+2	 8.4684902E+2	
 1.2531760E+6	-1.4833203E+2	 8.4655589E+2	
 1.2532570E+6	-1.4803437E+2	 8.4631163E+2	
 1.2533370E+6	-1.4773672E+2	 8.4628725E+2	
 1.2534170E+6	-1.4743906E+2	 8.4633607E+2	
 1.2534970E+6	-1.4714141E+2	 8.4667802E+2	
 1.2535770E+6	-1.4684375E+2	 8.4653151E+2	
 1.2536570E+6	-1.4654609E+2	 8.4628725E+2	
 1.2537370E+6	-1.4624844E+2	 8.4648263E+2	
 1.2538170E+6	-1.4595078E+2	 8.4655589E+2	
 1.2538970E+6	-1.4565312E+2	 8.4672689E+2	
 1.2539770E+6	-1.4535547E+2	 8.4662920E+2	
 1.2540570E+6	-1.4505781E+2	 8.4628725E+2	
 1.2541370E+6	-1.4476016E+2	 8.4650707E+2	
 1.2542200E+6	-1.4446250E+2	 8.4665364E+2	
 1.2543000E+6	-1.4416484E+2	 8.4645820E+2	
 1.2543800E+6	-1.4386719E+2	 8.4660476E+2	
 1.2544600E+6	-1.4356953E+2	 8.4660476E+2	
 1.2545400E+6	-1.4327187E+2	 8.4633607E+2	
 1.2546200E+6	-1.4297422E+2	 8.4628725E+2	
 1.2547000E+6	-1.4267656E+2	 8.4648263E+2	
 1.2547800E+6	-1.4237891E+2	 8.4662920E+2	
 1.2548600E+6	-1.4208125E+2	 8.4628725E+2	
 1.2549400E+6	-1.4178359E+2	 8.4631163E+2	
 1.2550200E+6	-1.4148594E+2	 8.4645820E+2	
 1.2551000E+6	-1.4118828E+2	 8.4648263E+2	
 1.2551800E+6	-1.4089063E+2	 8.4670246E+2	
 1.2552600E+6	-1.4059297E+2	 8.4655589E+2	
 1.2553410E+6	-1.4029531E+2	 8.4631163E+2	
 1.2554210E+6	-1.3999766E+2	 8.4628725E+2	
 1.2555010E+6	-1.3970000E+2	 8.4638494E+2	
 1.2555810E+6	-1.3940234E+2	 8.4675133E+2	
 1.2556610E+6	-1.3910469E+2	 8.4653151E+2	
 1.2557410E+6	-1.3880703E+2	 8.4719098E+2	
 1.2558210E+6	-1.3850938E+2	 8.4626281E+2	
 1.2559010E+6	-1.3821172E+2	 8.4648263E+2	
 1.2559810E+6	-1.3791406E+2	 8.4643376E+2	
 1.2560610E+6	-1.3761641E+2	 8.4645820E+2	
 1.2561410E+6	-1.3731875E+2	 8.4621394E+2	
 1.2562220E+6	-1.3702109E+2	 8.4648263E+2	
 1.2563020E+6	-1.3672344E+2	 8.4618950E+2	
 1.2563820E+6	-1.3642578E+2	 8.4658033E+2	
 1.2564620E+6	-1.3612812E+2	 8.4660476E+2	
 1.2565420E+6	-1.3583047E+2	 8.4618950E+2	
 1.2566220E+6	-1.3553281E+2	 8.4645820E+2	
 1.2567020E+6	-1.3523516E+2	 8.4636050E+2	
 1.2567820E+6	-1.3493750E+2	 8.4660476E+2	
 1.2568620E+6	-1.3463984E+2	 8.4655589E+2	
 1.2569420E+6	-1.3434219E+2	 8.4614068E+2	
 1.2570220E+6	-1.3404453E+2	 8.4616512E+2	
 1.2571020E+6	-1.3374687E+2	 8.4618950E+2	
 1.2571820E+6	-1.3344922E+2	 8.4636050E+2	
 1.2572620E+6	-1.3315156E+2	 8.4621394E+2	
 1.2573420E+6	-1.3285391E+2	 8.4604299E+2	
 1.2574220E+6	-1.3255625E+2	 8.4587198E+2	
 1.2575020E+6	-1.3225859E+2	 8.4604299E+2	
 1.2575820E+6	-1.3196094E+2	 8.4631163E+2	
 1.2576620E+6	-1.3166328E+2	 8.4643376E+2	
 1.2577420E+6	-1.3136562E+2	 8.4592086E+2	
 1.2578220E+6	-1.3106797E+2	 8.4604299E+2	
 1.2579020E+6	-1.3077031E+2	 8.4623837E+2	
 1.2579820E+6	-1.3047266E+2	 8.4645820E+2	
 1.2580620E+6	-1.3017500E+2	 8.4648263E+2	
 1.2581420E+6	-1.2987734E+2	 8.4604299E+2	
 1.2582220E+6	-1.2957969E+2	 8.4616512E+2	
 1.2583020E+6	-1.2928203E+2	 8.4626281E+2	
 1.2583820E+6	-1.2898438E+2	 8.4653151E+2	
 1.2584620E+6	-1.2868672E+2	 8.4636050E+2	
 1.2585420E+6	-1.2838906E+2	 8.4599411E+2	
 1.2586220E+6	-1.2809141E+2	 8.4584755E+2	
 1.2587020E+6	-1.2779375E+2	 8.4623837E+2	
 1.2587820E+6	-1.2749609E+2	 8.4626281E+2	
 1.2588620E+6	-1.2719844E+2	 8.4623837E+2	
 1.2589420E+6	-1.2690078E+2	 8.4604299E+2	
 1.2590220E+6	-1.2660312E+2	 8.4594524E+2	
 1.2591020E+6	-1.2630547E+2	 8.4628725E+2	
